ratings,review
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
5,Awesome product 
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
4,i love the size of this phone. it camera is good love the ios performance is best overall
4,i love the size of this phone. it camera is good love the ios performance is best overall
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,Pros 
5,Pros 
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,Good value for money deal through Flipkart. 
5,"Purchased at BBD @2016 Oct. After 5months of use, Found Good/Bad points in it:"
5,"Purchased at BBD @2016 Oct. After 5months of use, Found Good/Bad points in it:"
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
4,"i been using this beauty for last 6 days, ordered on big billion days sale, the is brand new not refurbished, got the charger and headset and pin in the box, got them checked in apple service center, the built is truly premium, sophisticated space grey color, it is blazing fast device, never hangs, never get heated, or no lags at all. giving 1 day battery for moderate use, like whatsapp regularly and checking email in intervals, and some calling. this is my 1st  iphone, i came from android, s..."
4,"i been using this beauty for last 6 days, ordered on big billion days sale, the is brand new not refurbished, got the charger and headset and pin in the box, got them checked in apple service center, the built is truly premium, sophisticated space grey color, it is blazing fast device, never hangs, never get heated, or no lags at all. giving 1 day battery for moderate use, like whatsapp regularly and checking email in intervals, and some calling. this is my 1st  iphone, i came from android, s..."
5,1st of all guys i don't believe in online shopping specially for the phone (specially apple)
5,1st of all guys i don't believe in online shopping specially for the phone (specially apple)
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
5,Awesome product 
5,Awesome product 
5,Awesome product 
5,Awesome product 
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
4,i love the size of this phone. it camera is good love the ios performance is best overall
4,i love the size of this phone. it camera is good love the ios performance is best overall
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,Pros 
5,Pros 
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
5,"Purchased at BBD @2016 Oct. After 5months of use, Found Good/Bad points in it:"
5,"Purchased at BBD @2016 Oct. After 5months of use, Found Good/Bad points in it:"
5,"Purchased at BBD @2016 Oct. After 5months of use, Found Good/Bad points in it:"
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
4,"i been using this beauty for last 6 days, ordered on big billion days sale, the is brand new not refurbished, got the charger and headset and pin in the box, got them checked in apple service center, the built is truly premium, sophisticated space grey color, it is blazing fast device, never hangs, never get heated, or no lags at all. giving 1 day battery for moderate use, like whatsapp regularly and checking email in intervals, and some calling. this is my 1st  iphone, i came from android, s..."
5,1st of all guys i don't believe in online shopping specially for the phone (specially apple)
5,1st of all guys i don't believe in online shopping specially for the phone (specially apple)
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
5,Awesome product 
5,Awesome product 
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
5,On this purchase I got great deal with flipkart thanks flipkart. And its delivered before estimate date so over all its my great experience with flipkart.
4,i love the size of this phone. it camera is good love the ios performance is best overall
4,i love the size of this phone. it camera is good love the ios performance is best overall
4,i love the size of this phone. it camera is good love the ios performance is best overall
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,Pros 
5,Pros 
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
5,"Purchased at BBD @2016 Oct. After 5months of use, Found Good/Bad points in it:"
5,"Purchased at BBD @2016 Oct. After 5months of use, Found Good/Bad points in it:"
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
4,Got a brand new iPhone 6 through Flipkart at 22k. The mobile phone is worthy at such price. The phone is altogether a promising one except some disappointments like weak battery back up & average camera. Rest is mind blowing. I really love this one. Thank you......
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
4,moving from android to ios turned out good for many reasons. Camera could have been better for such pricetag particularly the front camera.Rest is excellent..loudspeaker is unblvably good..
5,This is a great product if you are ready to spend money for a very good product. Although the specs looks simplified but performance wise we can't beat the other manufactures in the market. The display is great and the camera is very good. Particularly the front camera is great and battery backup is nice...
5,Awesome product 
5,Awesome product 
5,Got my first iPhone at the best price. Thank you Flipkart. Once you start using iPhone and iOS you will never want to get back to android or any other device its the best smart phone. IF YOU DON'T HAVE AN IPHONE YOU DON'T HAVE AN IPHONE ;)
5,"Such an exceptional piece of communication device. Earlier I was using Windows and den Android n dis device is jus awesome. Flawless and smooth. It deserves d price. I don't even feel to upgrade it to 6S becoz dat comes wid a lil gud camera , 2 GB RAM n 3D icons. In reality dat hardly make any difference in apple devices. It is only gud gud to compare all dat features in books. Best deal I brought it in 22000 Only:-)"
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,Te product is beautiful as ive got the perfect packing ... good response from the delivery man also ... and most satisfied by the polroduct.
5,excellent mobile really  good product Iam S0
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,Pros 
5,Pros 
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
4,Got a brand new iPhone 6 through Flipkart at 22k. The mobile phone is worthy at such price. The phone is altogether a promising one except some disappointments like weak battery back up & average camera. Rest is mind blowing. I really love this one. Thank you......
4,Got a brand new iPhone 6 through Flipkart at 22k. The mobile phone is worthy at such price. The phone is altogether a promising one except some disappointments like weak battery back up & average camera. Rest is mind blowing. I really love this one. Thank you......
5,This is a great product if you are ready to spend money for a very good product. Although the specs looks simplified but performance wise we can't beat the other manufactures in the market. The display is great and the camera is very good. Particularly the front camera is great and battery backup is nice...
5,This is a great product if you are ready to spend money for a very good product. Although the specs looks simplified but performance wise we can't beat the other manufactures in the market. The display is great and the camera is very good. Particularly the front camera is great and battery backup is nice...
5,Awesome product 
5,Awesome product 
5,Got my first iPhone at the best price. Thank you Flipkart. Once you start using iPhone and iOS you will never want to get back to android or any other device its the best smart phone. IF YOU DON'T HAVE AN IPHONE YOU DON'T HAVE AN IPHONE ;)
4,this was bought around sale time and was offered at good price. Was delivered earlier than estimated and in good shape. No transit damages. Checked camera and all settings for duplicate and is genuine.
4,performing of this product awesome value of price good this is the good price for iPhone in this range
5,"Such an exceptional piece of communication device. Earlier I was using Windows and den Android n dis device is jus awesome. Flawless and smooth. It deserves d price. I don't even feel to upgrade it to 6S becoz dat comes wid a lil gud camera , 2 GB RAM n 3D icons. In reality dat hardly make any difference in apple devices. It is only gud gud to compare all dat features in books. Best deal I brought it in 22000 Only:-)"
5,"Such an exceptional piece of communication device. Earlier I was using Windows and den Android n dis device is jus awesome. Flawless and smooth. It deserves d price. I don't even feel to upgrade it to 6S becoz dat comes wid a lil gud camera , 2 GB RAM n 3D icons. In reality dat hardly make any difference in apple devices. It is only gud gud to compare all dat features in books. Best deal I brought it in 22000 Only:-)"
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,Te product is beautiful as ive got the perfect packing ... good response from the delivery man also ... and most satisfied by the polroduct.
5,Te product is beautiful as ive got the perfect packing ... good response from the delivery man also ... and most satisfied by the polroduct.
5,excellent mobile really  good product Iam S0
5,excellent mobile really  good product Iam S0
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
5,"Apple iPhone look cool in hand, classy and rich. Which You can't get in Android phone. Purchased in Big shopping day Christmas offer at 23k with exchange of old phone. "
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
4,"Almost everyone knows about the good features of iphone, so I am not going to mention any in this review. If you want to know why iphone is better than android, you should stop reading this review now. This review is mostly for the android users thinking of switching to iphone from android and what problems lays ahead of them."
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
5,Super class phone display awesome sounds awesome camera good quality great deals in this price 
4,Got a brand new iPhone 6 through Flipkart at 22k. The mobile phone is worthy at such price. The phone is altogether a promising one except some disappointments like weak battery back up & average camera. Rest is mind blowing. I really love this one. Thank you......
4,Got a brand new iPhone 6 through Flipkart at 22k. The mobile phone is worthy at such price. The phone is altogether a promising one except some disappointments like weak battery back up & average camera. Rest is mind blowing. I really love this one. Thank you......
4,Got a brand new iPhone 6 through Flipkart at 22k. The mobile phone is worthy at such price. The phone is altogether a promising one except some disappointments like weak battery back up & average camera. Rest is mind blowing. I really love this one. Thank you......
5,This is a great product if you are ready to spend money for a very good product. Although the specs looks simplified but performance wise we can't beat the other manufactures in the market. The display is great and the camera is very good. Particularly the front camera is great and battery backup is nice...
5,This is a great product if you are ready to spend money for a very good product. Although the specs looks simplified but performance wise we can't beat the other manufactures in the market. The display is great and the camera is very good. Particularly the front camera is great and battery backup is nice...
5,Awesome product 
5,Awesome product 
5,Awesome product 
5,Got my first iPhone at the best price. Thank you Flipkart. Once you start using iPhone and iOS you will never want to get back to android or any other device its the best smart phone. IF YOU DON'T HAVE AN IPHONE YOU DON'T HAVE AN IPHONE ;)
5,Got my first iPhone at the best price. Thank you Flipkart. Once you start using iPhone and iOS you will never want to get back to android or any other device its the best smart phone. IF YOU DON'T HAVE AN IPHONE YOU DON'T HAVE AN IPHONE ;)
5,Got my first iPhone at the best price. Thank you Flipkart. Once you start using iPhone and iOS you will never want to get back to android or any other device its the best smart phone. IF YOU DON'T HAVE AN IPHONE YOU DON'T HAVE AN IPHONE ;)
4,this was bought around sale time and was offered at good price. Was delivered earlier than estimated and in good shape. No transit damages. Checked camera and all settings for duplicate and is genuine.
4,this was bought around sale time and was offered at good price. Was delivered earlier than estimated and in good shape. No transit damages. Checked camera and all settings for duplicate and is genuine.
4,performing of this product awesome value of price good this is the good price for iPhone in this range
4,performing of this product awesome value of price good this is the good price for iPhone in this range
4,performing of this product awesome value of price good this is the good price for iPhone in this range
5,"Such an exceptional piece of communication device. Earlier I was using Windows and den Android n dis device is jus awesome. Flawless and smooth. It deserves d price. I don't even feel to upgrade it to 6S becoz dat comes wid a lil gud camera , 2 GB RAM n 3D icons. In reality dat hardly make any difference in apple devices. It is only gud gud to compare all dat features in books. Best deal I brought it in 22000 Only:-)"
5,"Such an exceptional piece of communication device. Earlier I was using Windows and den Android n dis device is jus awesome. Flawless and smooth. It deserves d price. I don't even feel to upgrade it to 6S becoz dat comes wid a lil gud camera , 2 GB RAM n 3D icons. In reality dat hardly make any difference in apple devices. It is only gud gud to compare all dat features in books. Best deal I brought it in 22000 Only:-)"
5,I bought the phone in exchange offer thank you Flipkart for exchanging in very gud price and for giving this awsome deal .
5,Te product is beautiful as ive got the perfect packing ... good response from the delivery man also ... and most satisfied by the polroduct.
5,Te product is beautiful as ive got the perfect packing ... good response from the delivery man also ... and most satisfied by the polroduct.
5,excellent mobile really  good product Iam S0
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,"I purchased this iphone 6 16gb for 16.5k for an exchange on Moto X Style well i thought it was a good deal and purchased it, however after rece6the product everything was fine...the phone is also good but i would say flipkart r cheaters coz the iphone which i received was a reimbursed  phone when i checked with my IMEI number. The details show as it is 2014 model and its a 64gb phone. WTF FLIPKART i thought you guys were selling genuine products n exchange was on a first hand phone not a phon..."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,"First of all, I like to thank flipkart for it's amazing deliver on time. The packing was ok."
5,Good value for money deal through Flipkart. 
5,Good value for money deal through Flipkart. 
